Geneid,control Evs Tx_1,control Evs Tx_2,control Evs Tx_3,IL-10 Evs Tx_1,IL-10 Evs Tx_2,IL-10 Evs Tx_3
ENSMUSG00000106085,0,0,0,0,0,0
ENSMUSG00000106460,0,0,0,0,0,0
ENSMUSG00000105440,0,0,0,0,0,0
ENSMUSG00000103441,0,0,0,0,0,0
ENSMUSG00000106321,0,0,0,0,0,0
ENSMUSG00000106527,2,0,0,4,0,0
ENSMUSG00000052539,344,401,462,450,490,571
ENSMUSG00000104721,507,616,687,774,577,763
ENSMUSG00000106371,53,73,63,78,70,81
ENSMUSG00002076048,1,0,3,1,2,4
ENSMUSG00000105148,120,130,155,197,213,177
ENSMUSG00000105083,2,3,4,18,9,4
ENSMUSG00000105793,0,0,0,0,0,0
ENSMUSG00000106443,3,10,12,2,8,10
ENSMUSG00000104583,0,0,0,0,0,0
ENSMUSG00000105846,0,0,0,2,0,0
ENSMUSG00000106063,0,0,0,0,0,0
ENSMUSG00000106432,0,0,0,0,0,0
ENSMUSG00000105933,7,3,6,7,4,5
ENSMUSG00000105818,4,2,4,16,0,4
ENSMUSG00000088479,0,0,0,0,0,0
ENSMUSG00000028268,2,2,0,1,0,0
ENSMUSG00000022187,0,0,0,0,0,0
ENSMUSG00000040264,295,388,406,426,482,464
ENSMUSG00000028270,0,1,0,0,4,0
ENSMUSG00000098871,0,0,0,0,0,0
ENSMUSG00000105317,0,0,0,0,0,0
ENSMUSG00000105170,0,0,0,0,0,0
ENSMUSG00000032913,0,0,0,0,0,0
ENSMUSG00000104768,0,0,0,0,0,0
ENSMUSG00000106453,0,0,0,0,0,0
ENSMUSG00000105304,0,0,0,0,0,0
ENSMUSG00000104973,0,0,0,0,0,0
ENSMUSG00000105659,0,0,0,0,0,0
ENSMUSG00000118779,2,0,0,0,0,0
ENSMUSG00000106565,0,0,0,0,0,0
ENSMUSG00000032902,1,0,0,0,1,2
ENSMUSG00000105199,0,0,0,0,0,0
ENSMUSG00000106287,0,0,0,0,0,0
ENSMUSG00000100188,0,0,0,0,0,0
ENSMUSG00000101641,0,0,0,0,0,0
ENSMUSG00000089452,0,0,0,0,0,0
ENSMUSG00000100466,0,0,0,0,0,0
ENSMUSG00000089999,0,0,1,0,2,0
ENSMUSG00000105195,0,0,0,0,0,0
ENSMUSG00000040213,0,0,0,0,0,0
ENSMUSG00000055865,68,62,48,76,127,77
ENSMUSG00000086561,0,0,0,0,0,0
ENSMUSG00000002228,0,0,0,0,0,0
ENSMUSG00000028271,0,0,0,0,0,0
ENSMUSG00000065130,0,0,0,0,0,0
ENSMUSG00000002233,0,0,0,0,0,0
ENSMUSG00000103801,0,0,0,0,0,0
ENSMUSG00000102233,0,0,0,0,0,0
ENSMUSG00000103275,0,0,0,0,0,0
ENSMUSG00000103607,0,0,0,0,0,0
ENSMUSG00000102214,0,0,0,0,0,0
ENSMUSG00000102203,0,0,0,0,0,0
ENSMUSG00000102758,0,0,0,0,0,0
ENSMUSG00000057036,0,0,0,0,0,0
ENSMUSG00000070227,0,0,0,0,0,0
ENSMUSG00002076746,0,0,0,0,0,0
ENSMUSG00000105009,0,0,0,0,0,0
ENSMUSG00000102876,0,0,0,0,0,0
ENSMUSG00000102855,0,0,0,0,0,0
ENSMUSG00000069083,0,0,0,0,0,0
ENSMUSG00000063887,0,0,0,0,0,0
ENSMUSG00002075654,0,0,0,0,0,0
ENSMUSG00000102397,2,0,0,0,0,0
ENSMUSG00000104295,0,0,0,0,0,0
ENSMUSG00000074664,0,0,0,0,0,0
ENSMUSG00000102274,0,0,0,0,0,0
ENSMUSG00002075415,0,0,0,0,0,0
ENSMUSG00000039335,0,0,0,0,0,0
ENSMUSG00000103712,0,0,0,0,0,0
ENSMUSG00002075312,0,0,0,0,0,0
ENSMUSG00000102908,32,33,22,48,48,21
ENSMUSG00000002227,0,4,0,0,0,0
ENSMUSG00000004591,10,25,18,37,41,24
ENSMUSG00000087795,0,0,0,0,0,0
ENSMUSG00000106550,0,0,0,0,0,0
ENSMUSG00000097858,0,0,0,0,0,0
ENSMUSG00000105671,0,0,0,0,0,0
ENSMUSG00000078162,0,0,0,0,0,0
ENSMUSG00000070372,0,0,0,1,0,0
ENSMUSG00000106052,1,1,2,1,3,1
ENSMUSG00000106251,0,0,0,0,0,0
ENSMUSG00000105655,0,0,4,10,2,3
ENSMUSG00000105923,32,49,39,56,48,50
ENSMUSG00000106162,0,0,0,0,0,0
ENSMUSG00000105917,0,0,0,0,0,0
ENSMUSG00000106210,0,0,0,0,0,0
ENSMUSG00000105000,0,0,0,0,0,0
ENSMUSG00000104939,0,0,0,0,0,0
ENSMUSG00000105511,0,0,0,0,0,0
ENSMUSG00000103816,0,0,0,0,0,0
ENSMUSG00000106109,0,0,0,0,0,0
ENSMUSG00000105279,0,0,0,0,0,0
ENSMUSG00000088851,0,0,0,0,0,0
ENSMUSG00000105324,0,0,0,0,0,0
ENSMUSG00000106524,0,0,0,0,0,0
ENSMUSG00000105492,0,0,0,0,0,0
ENSMUSG00000105811,0,0,0,0,0,0
ENSMUSG00000104865,0,0,0,0,0,0
ENSMUSG00000106367,0,0,0,0,0,0
ENSMUSG00000064068,0,0,0,0,0,0
ENSMUSG00000036834,0,0,0,0,0,0
ENSMUSG00002075172,0,0,0,0,0,0
ENSMUSG00000090131,0,0,0,0,0,0
ENSMUSG00000085290,0,0,0,0,0,0
ENSMUSG00000103905,0,0,0,0,0,0
ENSMUSG00000048581,0,0,0,0,0,0
ENSMUSG00000028266,0,0,0,0,0,0
ENSMUSG00000104969,0,0,0,0,0,0
ENSMUSG00000105197,0,0,0,0,0,0
ENSMUSG00000106266,0,0,0,0,0,0
ENSMUSG00000106416,0,0,0,0,0,0
ENSMUSG00000027822,0,0,0,0,0,0
ENSMUSG00000097724,0,0,0,0,0,0
ENSMUSG00000040151,0,0,0,0,0,0
ENSMUSG00000104903,601,715,683,833,774,815
ENSMUSG00000106057,0,0,0,0,0,0
ENSMUSG00000028047,4,2,3,11,5,3
ENSMUSG00000037072,0,0,0,0,0,0
ENSMUSG00002076123,0,0,0,0,0,0
ENSMUSG00000076255,0,0,0,0,0,0
ENSMUSG00000105045,0,0,0,0,0,0
ENSMUSG00000042784,0,0,0,0,3,0
ENSMUSG00000027823,131,108,93,124,107,103
ENSMUSG00000090303,27,26,37,12,25,35
ENSMUSG00000027824,1128,1226,1230,1709,1188,1687
ENSMUSG00000089039,21,12,30,30,23,40
ENSMUSG00000045576,4386,4569,4733,5456,6015,5544
ENSMUSG00000043897,0,2,4,5,0,0
ENSMUSG00000093447,0,0,0,0,0,0
ENSMUSG00000093416,0,0,0,0,0,0
ENSMUSG00000091572,1,0,2,0,1,0
ENSMUSG00000042766,177,167,190,161,92,208
ENSMUSG00000093671,0,0,0,0,0,0
ENSMUSG00000074346,0,0,0,0,0,0
ENSMUSG00000042747,0,0,2,0,0,0
ENSMUSG00000042737,509,589,634,710,687,803
ENSMUSG00000095107,0,0,0,0,0,0
ENSMUSG00000093434,0,0,0,0,0,0
ENSMUSG00000097538,0,0,0,0,0,0
ENSMUSG00000037062,2,1,10,8,0,4
ENSMUSG00000106089,333,327,363,388,376,452
ENSMUSG00000062200,0,0,0,0,0,0
ENSMUSG00000093474,0,0,0,0,0,0
ENSMUSG00000088824,0,0,0,0,0,0
ENSMUSG00000093767,0,0,0,0,0,0
ENSMUSG00000040896,0,0,0,0,0,0
ENSMUSG00000105753,0,0,0,0,0,0
ENSMUSG00000027953,1565,2037,1837,2011,1827,2160
ENSMUSG00000027699,10,8,12,15,9,12
ENSMUSG00000087742,0,0,0,0,0,0
ENSMUSG00000056025,386,463,440,508,476,535
ENSMUSG00000106424,0,0,0,0,0,2
ENSMUSG00000104841,0,0,1,0,0,0
ENSMUSG00000027954,2516,2899,2812,3558,3148,3467
ENSMUSG00000093093,198,211,243,200,250,231
ENSMUSG00000027698,625,623,723,817,555,865
ENSMUSG00000102186,0,0,0,0,0,0
ENSMUSG00000105806,0,0,0,0,0,0
ENSMUSG00000028039,90,67,99,111,65,72
ENSMUSG00000086389,39,46,41,42,51,50
ENSMUSG00000028262,0,1,0,0,0,0
ENSMUSG00000105900,0,0,0,0,0,0
ENSMUSG00000028040,64,99,93,93,51,123
ENSMUSG00000097004,1,0,3,3,2,0
ENSMUSG00000039304,0,0,0,0,0,0
ENSMUSG00000037033,0,2,3,0,1,1
ENSMUSG00000089950,0,0,2,0,0,0
ENSMUSG00000051136,400,452,436,422,456,513
ENSMUSG00000074195,32,28,35,37,29,64
ENSMUSG00000027827,0,0,2,4,0,0
ENSMUSG00000090120,0,0,0,0,0,0
ENSMUSG00000068547,2,0,1,1,3,0
ENSMUSG00000039286,94,106,116,137,133,121
ENSMUSG00000106361,1409,1348,1515,1498,1131,1420
ENSMUSG00000106625,0,0,0,0,0,0
ENSMUSG00000092695,0,0,0,0,0,0
ENSMUSG00000043164,0,0,0,0,0,0
ENSMUSG00000088772,0,0,0,0,0,0
ENSMUSG00000027828,0,2,0,4,0,1
ENSMUSG00000028255,25,25,9,16,13,6
ENSMUSG00000048916,0,0,1,0,0,0
ENSMUSG00000103513,0,0,0,0,0,0
ENSMUSG00000103880,0,0,0,0,0,0
ENSMUSG00000074580,0,0,0,0,0,0
ENSMUSG00000087825,0,0,0,0,0,0
ENSMUSG00000034640,0,0,0,0,0,0
ENSMUSG00000082280,3,5,6,0,10,0
ENSMUSG00000103294,4,9,7,0,8,0
ENSMUSG00000098944,0,0,0,0,0,0
ENSMUSG00000074579,4,9,8,16,12,4
ENSMUSG00000104037,0,0,0,0,0,0
ENSMUSG00000036960,0,0,0,0,0,0
ENSMUSG00000119678,2,2,2,5,3,1
ENSMUSG00000103620,0,0,0,0,0,0
ENSMUSG00000103440,0,0,0,0,0,0
ENSMUSG00000102566,0,0,0,0,0,0
ENSMUSG00000027829,0,0,0,3,1,0
ENSMUSG00000105051,0,0,0,0,0,0
ENSMUSG00000103041,0,0,0,0,0,0
ENSMUSG00000102914,0,0,0,0,0,0
ENSMUSG00000102652,0,0,0,0,0,0
ENSMUSG00000103641,0,0,4,0,0,0
ENSMUSG00000103369,0,0,1,0,0,0
ENSMUSG00000027831,42,64,46,60,70,34
ENSMUSG00000104189,0,0,0,0,0,0
ENSMUSG00000064522,0,0,0,0,0,0
ENSMUSG00000104307,0,0,0,0,0,0
ENSMUSG00000097968,0,0,1,0,0,0
ENSMUSG00000103208,0,0,0,0,0,0
ENSMUSG00000062778,0,0,0,0,0,0
ENSMUSG00000027832,0,0,0,0,0,0
ENSMUSG00000117623,0,0,0,0,0,0
ENSMUSG00000103600,0,0,0,0,0,0
ENSMUSG00000103700,0,0,0,0,0,0
ENSMUSG00000103318,0,0,0,0,0,0
ENSMUSG00000027695,200,270,290,304,330,273
ENSMUSG00000105794,0,2,2,2,0,0
ENSMUSG00000109716,0,0,0,0,0,0
ENSMUSG00000103729,0,0,0,0,0,0
ENSMUSG00000040809,0,0,0,0,0,0
ENSMUSG00000104855,0,0,0,0,0,0
ENSMUSG00000027833,0,0,0,0,0,0
ENSMUSG00000063779,0,0,0,0,0,0
ENSMUSG00000106373,2,1,3,0,3,0
ENSMUSG00000105436,0,0,0,0,0,0
ENSMUSG00000027902,0,0,2,0,2,0
ENSMUSG00000028041,6810,7335,7640,8921,6757,8807
ENSMUSG00000028256,0,0,0,0,0,0
ENSMUSG00000042672,68,51,63,102,78,79
ENSMUSG00000074467,0,0,0,0,0,0
ENSMUSG00000109293,59,52,67,45,52,48
ENSMUSG00000028042,2,12,7,22,38,10
ENSMUSG00000034544,9,0,3,3,4,2
ENSMUSG00000028197,258,284,304,329,287,351
ENSMUSG00000118721,0,0,0,0,0,0
ENSMUSG00000090408,0,0,0,0,0,0
ENSMUSG00000105619,38,81,53,46,85,40
ENSMUSG00000078173,0,0,0,0,0,0
ENSMUSG00000105959,88,97,140,117,74,117
ENSMUSG00000040774,0,0,0,0,0,0
ENSMUSG00000048416,1,4,0,1,0,1
ENSMUSG00000042642,252,278,334,389,415,370
ENSMUSG00000028044,4,0,4,0,0,1
ENSMUSG00000027774,127,151,136,189,141,180
ENSMUSG00000047557,0,0,0,0,0,0
ENSMUSG00000103703,0,0,1,2,1,2
ENSMUSG00000049404,0,0,0,0,0,0
ENSMUSG00000103718,9,6,9,13,13,5
ENSMUSG00000104382,3,3,0,8,2,4
ENSMUSG00000077459,0,0,0,0,0,0
ENSMUSG00000074182,0,0,0,0,0,0
ENSMUSG00000027775,0,0,0,0,1,0
ENSMUSG00000103206,0,0,0,0,0,0
ENSMUSG00000103606,0,0,0,0,0,0
ENSMUSG00000102746,0,4,8,0,6,2
ENSMUSG00000028195,0,0,0,0,0,0
ENSMUSG00000104477,0,0,0,0,0,0
ENSMUSG00000027900,477,639,604,515,794,615
ENSMUSG00000105608,0,0,0,0,0,0
ENSMUSG00000106592,0,0,0,0,0,0
ENSMUSG00000105272,222,303,290,300,323,277
ENSMUSG00000103053,15,18,11,14,20,7
ENSMUSG00000051777,0,0,0,0,0,0
ENSMUSG00000102422,0,0,0,0,0,0
ENSMUSG00000028194,18,18,16,29,15,19
ENSMUSG00000105388,0,0,0,0,0,0
ENSMUSG00000028191,0,0,0,0,0,0
ENSMUSG00000056260,0,0,0,0,0,0
ENSMUSG00000102780,0,1,0,0,0,0
ENSMUSG00000036873,0,0,3,0,0,0
ENSMUSG00000040747,0,0,0,1,0,0
ENSMUSG00000043529,171,179,161,196,158,183
ENSMUSG00000105102,1398,1813,1903,1793,1456,1776
ENSMUSG00000036863,0,0,0,0,1,0
ENSMUSG00000105146,0,0,0,0,0,0
ENSMUSG00000043020,0,0,4,0,0,0
ENSMUSG00000065937,0,0,0,0,0,0
ENSMUSG00000042626,3,3,3,2,2,0
ENSMUSG00000027777,0,0,0,0,0,0
ENSMUSG00000047824,3869,4896,4670,5063,5302,5044
ENSMUSG00000036853,1,1,0,1,1,2
ENSMUSG00000042613,1796,1963,2057,2207,2327,2239
ENSMUSG00000027952,26,16,25,28,12,38
ENSMUSG00000000794,1721,2057,1909,2142,2835,2048
ENSMUSG00000011008,189,259,253,307,248,207
ENSMUSG00000014603,6,6,12,6,3,6
ENSMUSG00000036832,32,46,65,47,17,116
ENSMUSG00000105209,0,0,0,0,0,0
ENSMUSG00000105602,0,0,0,2,2,0
ENSMUSG00000088218,0,0,0,0,0,0
ENSMUSG00002075872,0,0,0,0,0,0
ENSMUSG00000014601,12,12,6,9,11,14
ENSMUSG00000078604,0,0,0,0,0,0
ENSMUSG00000027893,0,3,0,0,1,2
ENSMUSG00000036825,8220,9382,9168,10479,9709,10659
ENSMUSG00000028189,176,126,150,194,186,148
ENSMUSG00000028188,359,382,395,434,513,456
ENSMUSG00000014599,6031,6941,7532,8569,7775,8838
ENSMUSG00000068523,2,0,0,1,0,0
ENSMUSG00000106531,0,8,6,16,4,10
ENSMUSG00000106426,4,2,1,4,7,8
ENSMUSG00000105944,0,0,0,0,0,0
ENSMUSG00000106359,0,0,0,0,0,0
ENSMUSG00000027951,0,0,1,0,0,2
ENSMUSG00000028187,3,1,2,3,3,5
ENSMUSG00000105407,0,0,0,0,0,0
ENSMUSG00000040600,9,24,15,23,31,9
ENSMUSG00000105456,8,5,15,10,23,10
ENSMUSG00000028186,0,0,0,0,0,0
ENSMUSG00000028185,0,0,1,0,0,0
ENSMUSG00000085810,0,0,0,0,0,0
ENSMUSG00000090202,0,0,0,0,0,0
ENSMUSG00000048652,0,0,0,0,0,0
ENSMUSG00000105529,0,0,0,0,0,0
ENSMUSG00000004032,9,15,7,15,25,19
ENSMUSG00000105872,134,113,122,118,137,146
ENSMUSG00000082720,2,11,10,10,11,11
ENSMUSG00000004035,66,61,94,93,83,104
ENSMUSG00000068762,69,77,122,92,90,115
ENSMUSG00000089664,0,2,0,0,0,1
ENSMUSG00000004038,4,4,4,5,0,0
ENSMUSG00000049231,0,0,0,0,0,0
ENSMUSG00000040562,152,222,264,267,305,301
ENSMUSG00000106614,0,0,0,0,0,0
ENSMUSG00000005034,653,735,815,776,711,837
ENSMUSG00000104946,44,53,59,81,45,79
ENSMUSG00000070343,0,0,0,0,0,0
ENSMUSG00000058135,0,0,0,0,0,0
ENSMUSG00000087357,2,0,1,0,0,0
ENSMUSG00000083627,0,0,0,0,0,0
ENSMUSG00000081688,0,0,0,0,0,0
ENSMUSG00000064569,0,0,0,0,0,0
ENSMUSG00000027890,9,2,3,5,4,4
ENSMUSG00000036745,1,1,0,0,0,5
ENSMUSG00000103334,0,4,0,0,0,0
ENSMUSG00000103099,0,0,0,0,0,0
ENSMUSG00000106023,0,0,0,0,0,0
ENSMUSG00000103302,0,0,0,0,0,0
ENSMUSG00000102569,0,0,0,0,0,0
ENSMUSG00000027692,3,4,4,4,3,2
ENSMUSG00000103349,0,0,0,0,0,0
ENSMUSG00000106285,0,0,0,0,0,0
ENSMUSG00000077441,0,0,0,0,0,0
ENSMUSG00000105718,0,0,0,0,0,0
ENSMUSG00000103566,0,0,0,0,0,0
ENSMUSG00000105934,0,0,0,0,0,0
ENSMUSG00000103420,0,0,0,0,0,0
ENSMUSG00000092990,0,0,0,0,0,0
ENSMUSG00000027690,44,56,61,56,78,48
ENSMUSG00000070522,0,0,0,0,0,0
ENSMUSG00000027889,5205,7464,6065,6930,11020,6427
ENSMUSG00000056411,0,1,0,0,0,1
ENSMUSG00000050192,0,0,0,0,0,0
ENSMUSG00000039221,0,0,0,0,0,0
ENSMUSG00000104444,0,0,0,0,0,0
ENSMUSG00000104275,0,0,0,0,0,0
ENSMUSG00000102482,0,0,0,0,0,0
ENSMUSG00000074655,0,0,0,4,0,0
ENSMUSG00000009108,0,6,0,2,0,3
ENSMUSG00000063600,0,0,0,0,0,0
ENSMUSG00000000001,10128,12719,11398,13299,20918,12617
ENSMUSG00000103992,0,0,0,0,0,0
ENSMUSG00000102579,0,0,0,0,0,0
ENSMUSG00000076120,0,0,0,0,0,0
ENSMUSG00000098315,0,0,0,0,0,0
ENSMUSG00000103095,0,0,0,0,0,0
ENSMUSG00000102574,0,0,0,0,0,0
ENSMUSG00000046793,2,0,0,1,0,0
ENSMUSG00000102884,0,0,0,0,0,0
ENSMUSG00000085318,331,380,441,426,401,548
ENSMUSG00000050947,131,125,144,166,147,153
ENSMUSG00000048796,1958,1959,2306,2446,1952,2499
ENSMUSG00000048997,4816,5598,5945,6611,5353,7085
ENSMUSG00000027887,36,60,43,65,59,73
ENSMUSG00000105961,1386,1478,1423,1496,1192,1704
ENSMUSG00000083462,0,0,0,0,0,0
ENSMUSG00000085102,0,0,0,0,0,0
ENSMUSG00000028184,0,0,0,0,0,0
ENSMUSG00000068749,57,84,69,108,79,124
ENSMUSG00000104786,0,0,0,0,0,0
ENSMUSG00000105876,0,2,0,0,0,0
ENSMUSG00000118723,0,0,0,0,0,0
ENSMUSG00000105357,0,0,0,0,0,0
ENSMUSG00000027684,3,2,5,1,6,3
ENSMUSG00000104486,0,0,0,0,0,0
ENSMUSG00000102460,0,0,0,0,0,0
ENSMUSG00000069074,0,0,0,0,0,0
ENSMUSG00000103870,0,0,0,0,0,0
ENSMUSG00000037661,66,72,85,108,108,92
ENSMUSG00000040412,29,22,16,41,21,43
ENSMUSG00000080673,0,0,0,0,0,0
ENSMUSG00000103761,21,18,23,25,15,13
ENSMUSG00000027886,12905,14586,14318,16729,12730,17297
ENSMUSG00000088185,0,0,0,0,0,0
ENSMUSG00000105810,1,0,1,0,0,0
ENSMUSG00000068732,1,0,0,0,0,0
ENSMUSG00002075820,0,0,0,0,0,0
ENSMUSG00000048100,0,0,1,0,0,0
ENSMUSG00000040389,1,6,11,8,5,13
ENSMUSG00000081499,0,0,0,1,0,0
ENSMUSG00000027884,63,52,90,106,94,86
ENSMUSG00000027883,90,120,137,142,121,137
ENSMUSG00000098800,2,0,0,0,0,0
ENSMUSG00000049565,356,291,372,370,441,487
ENSMUSG00000037652,11,16,17,23,22,15
ENSMUSG00000102369,0,0,0,0,0,0
ENSMUSG00000102741,0,2,0,2,0,0
ENSMUSG00000027882,91,123,90,135,168,133
ENSMUSG00000037643,112,120,125,109,111,121
ENSMUSG00000098890,0,0,0,0,0,0
ENSMUSG00000045326,4,0,0,2,0,2
ENSMUSG00000105175,0,0,0,0,0,0
ENSMUSG00000027881,216,297,260,323,300,309
ENSMUSG00000051638,0,0,0,0,0,0
ENSMUSG00000027660,23,16,13,9,11,3
ENSMUSG00000037625,2,4,4,8,2,7
ENSMUSG00000042390,4555,5214,5060,5677,5435,5587
ENSMUSG00000108394,111,196,150,170,179,156
ENSMUSG00000108689,103,136,111,119,97,151
ENSMUSG00000069072,31,24,47,36,19,18
ENSMUSG00000085953,13,12,23,37,28,25
ENSMUSG00000103998,1,0,0,0,0,0
ENSMUSG00000045662,12,7,8,17,6,6
ENSMUSG00000040339,1082,1101,1169,1234,1203,1221
ENSMUSG00000027932,12,7,6,3,16,8
ENSMUSG00000106108,723,797,917,854,823,784
ENSMUSG00002074978,0,0,0,0,0,0
ENSMUSG00000105638,2,3,8,12,0,0
ENSMUSG00000037610,0,0,0,0,0,0
ENSMUSG00000103539,0,0,0,0,0,0
ENSMUSG00000103643,0,0,0,0,0,0
ENSMUSG00000027880,0,1,2,0,5,0
ENSMUSG00000105139,0,0,0,0,0,0
ENSMUSG00000027663,10,12,23,19,12,10
ENSMUSG00000102825,2,0,2,2,0,2
ENSMUSG00000040322,0,0,0,0,0,0
ENSMUSG00000083717,0,0,0,0,0,0
ENSMUSG00000027665,1002,1025,1184,1220,966,1285
ENSMUSG00000103039,0,0,0,0,0,0
ENSMUSG00000091091,0,6,0,0,0,0
ENSMUSG00000033721,10,7,1,0,2,4
ENSMUSG00000027933,28,11,33,13,26,21
ENSMUSG00000027667,328,372,466,454,451,527
ENSMUSG00000104231,0,0,0,0,0,0
ENSMUSG00000027931,1323,1662,1868,1853,1645,2017
ENSMUSG00000087411,18,18,24,35,22,27
ENSMUSG00000105746,0,0,0,0,2,0
ENSMUSG00000027668,0,0,2,0,0,0
ENSMUSG00000001016,1319,1497,1518,1754,1678,1778
ENSMUSG00000001018,166,192,240,219,243,294
ENSMUSG00000059857,0,0,0,2,0,0
ENSMUSG00000065872,0,0,0,0,0,0
ENSMUSG00000082624,0,0,0,0,0,0
ENSMUSG00000105639,0,0,0,0,0,0
ENSMUSG00000049300,0,0,0,0,0,0
ENSMUSG00000105509,0,0,0,0,0,0
ENSMUSG00000104944,0,0,0,0,0,0
ENSMUSG00000105859,0,0,0,0,0,0
ENSMUSG00000105121,0,0,0,0,0,0
ENSMUSG00000119642,0,0,0,0,0,0
ENSMUSG00000027669,0,0,0,0,0,0
ENSMUSG00000106650,0,0,0,0,0,0
ENSMUSG00000106487,0,0,0,0,0,0
ENSMUSG00000106100,0,0,0,0,0,0
ENSMUSG00000102862,0,0,0,0,0,0
ENSMUSG00000105882,0,0,0,0,0,0
ENSMUSG00000104711,0,0,0,0,0,0
ENSMUSG00000104543,0,0,0,0,0,0
ENSMUSG00000089017,0,0,0,0,0,0
ENSMUSG00000105507,0,0,0,0,0,0
ENSMUSG00000105077,0,0,0,0,0,0
ENSMUSG00000105073,0,0,0,0,0,0
ENSMUSG00000105785,0,0,0,0,0,0
ENSMUSG00000106666,0,0,0,0,0,0
ENSMUSG00000105588,0,0,0,0,0,0
ENSMUSG00000045952,0,0,0,0,0,0
ENSMUSG00000105665,0,0,0,0,0,0
ENSMUSG00000083079,0,0,0,0,0,0
ENSMUSG00000081506,0,0,0,0,0,0
ENSMUSG00000074268,0,0,0,0,0,0
ENSMUSG00000001017,585,678,654,783,812,951
ENSMUSG00000096770,0,0,0,0,0,0
ENSMUSG00000093931,0,0,0,0,0,0
ENSMUSG00000044080,2,2,2,0,0,0
ENSMUSG00000042312,164,171,201,152,228,204
ENSMUSG00000096569,0,0,0,0,0,0
ENSMUSG00000027671,0,0,0,0,0,0
ENSMUSG00000070360,0,0,0,0,0,0
ENSMUSG00000042306,1,0,0,0,2,0
ENSMUSG00000103590,0,0,0,0,0,0
ENSMUSG00000074457,2,0,6,0,0,0
ENSMUSG00000084456,2,4,5,1,0,4
ENSMUSG00000094018,1042,1092,1059,1140,1361,1219
ENSMUSG00000065079,0,0,0,0,0,0
ENSMUSG00000001021,1165,1130,1076,1153,994,1376
ENSMUSG00000105518,0,0,0,0,0,0
ENSMUSG00000074264,0,0,0,0,0,0
ENSMUSG00000001020,886,1155,1014,1126,1516,1067
ENSMUSG00000001023,2,6,5,0,7,1
ENSMUSG00000001025,3,5,12,8,8,9
ENSMUSG00000105644,0,0,0,0,0,0
ENSMUSG00000063767,0,0,0,0,0,0
ENSMUSG00000056054,0,0,0,0,0,0
ENSMUSG00000056071,16,8,13,19,21,9
ENSMUSG00000105819,0,2,3,0,4,0
ENSMUSG00000106117,0,0,0,0,0,0
ENSMUSG00000042250,0,6,0,0,0,0
ENSMUSG00000105892,0,2,0,0,0,0
ENSMUSG00000096621,0,0,0,0,0,0
ENSMUSG00000106174,0,0,0,0,0,0
ENSMUSG00000106257,0,0,0,0,0,0
ENSMUSG00000105919,0,0,0,0,0,0
ENSMUSG00000086377,0,0,0,0,0,0
ENSMUSG00000091175,1,0,2,4,1,0
ENSMUSG00002076591,0,0,0,0,0,0
ENSMUSG00000042244,0,0,0,0,0,0
ENSMUSG00000082826,0,0,0,0,0,0
ENSMUSG00002075468,0,0,0,0,0,0
ENSMUSG00000043165,0,0,0,0,0,0
ENSMUSG00000104981,0,0,0,0,0,0
ENSMUSG00000104791,0,0,0,0,0,0
ENSMUSG00000106143,0,0,0,0,0,0
ENSMUSG00000056270,0,0,0,0,0,0
ENSMUSG00000027927,0,0,0,0,0,0
ENSMUSG00000105476,0,0,0,0,0,0
ENSMUSG00000118547,0,0,0,0,0,0
ENSMUSG00000078664,0,0,0,0,0,0
ENSMUSG00000068893,0,0,0,0,0,0
ENSMUSG00000103286,0,0,0,0,0,0
ENSMUSG00000027981,0,0,0,0,0,0
ENSMUSG00000105836,0,0,0,0,0,0
ENSMUSG00000106454,0,0,0,0,0,0
ENSMUSG00000086848,0,0,0,0,0,0
ENSMUSG00000106084,0,0,0,0,0,0
ENSMUSG00000057609,0,0,0,0,0,0
ENSMUSG00000027923,0,0,0,0,0,0
ENSMUSG00000104215,9,12,15,19,28,10
ENSMUSG00000068890,0,0,0,0,0,0
ENSMUSG00000042092,2,7,0,3,4,0
ENSMUSG00000103243,0,0,0,0,0,0
ENSMUSG00000091421,0,0,0,0,0,2
ENSMUSG00000068889,0,3,3,3,0,0
ENSMUSG00000042124,0,0,0,0,0,0
ENSMUSG00000103084,0,0,0,0,0,0
ENSMUSG00000027919,0,0,0,0,0,0
ENSMUSG00000049593,0,0,0,0,0,0
ENSMUSG00000068888,0,0,0,0,0,0
ENSMUSG00000068887,0,0,0,0,0,0
ENSMUSG00000095870,0,0,0,0,0,0
ENSMUSG00000059832,0,0,0,0,0,0
ENSMUSG00000102469,0,0,0,0,0,0
ENSMUSG00000046676,0,0,0,0,0,0
ENSMUSG00000090314,0,0,0,0,0,0
ENSMUSG00000054325,0,0,0,0,0,0
ENSMUSG00000042031,0,0,0,0,0,0
ENSMUSG00000104364,0,0,0,0,0,0
ENSMUSG00000045475,0,0,0,0,0,0
ENSMUSG00000087835,0,0,0,0,0,0
ENSMUSG00000043472,0,0,0,0,0,0
ENSMUSG00000065665,0,0,0,0,0,0
ENSMUSG00000074433,0,0,0,0,0,0
ENSMUSG00000068885,0,0,0,0,0,0
ENSMUSG00000027913,0,0,0,0,0,0
ENSMUSG00000027912,0,0,0,0,0,0
ENSMUSG00000104298,0,0,0,0,0,0
ENSMUSG00000096879,0,0,0,0,0,0
ENSMUSG00000103628,0,0,0,0,0,0
