"","control_cells_1","control_cells_2","control_cells_3","LPS_cells_1","LPS_cells_2","LPS_cells_3"
"Trim25",7090.68453011226,6821.67069583855,7017.64445757497,8298.61822828558,8695.13820226096,7927.1266523656
"Dgke",132.154405000398,165.105371032692,212.853344736102,231.340028801434,247.213641176371,267.441780443599
"Scpep1",14442.0736591798,13995.7004152225,14672.7629629055,7347.86713430896,8015.8476218604,7780.55713568121
"Mnt",844.586788320725,876.870598594359,978.47379391443,409.782185163515,423.326013872813,516.800308828734
"Itgb2",19694.6105561048,19551.8988464995,20377.4497991236,13830.3250755101,14751.8724110821,14591.2809109638
"Hddc2",379.643563455688,433.904968994453,410.502879133912,600.214525945183,484.582491332445,521.559059370435
"Pemt",109.327735045784,128.862728610882,73.8470787859947,139.65038323989,127.982283263874,136.10026549265
"Cdh4",34.8407067728322,14.0943609418152,19.5477561492339,8.46365959029636,0,0
"Clec10a",945.504697593756,1041.97596962705,861.187257019026,477.491461885886,421.138282534969,564.387814245744
"Alox12",2.4028073636436,7.04718047090759,4.34394581094086,5.64243972686424,6.56319401353198,4.75875054170105
"Arvcf",194.627396455131,169.132331301782,184.617696964987,89.5737306639698,84.2276565069938,76.1400086672168
